Description	ID	Physalia	Nanomia	Agalma	Abylopsis	Craseoa	Hydra	Nematostella
4263	4263	0	1	1	1	2	0	0
4264	4264	0	1	1	1	1	1	0
4265	4265	1	0	1	0	1	1	1
4266	4266	1	0	1	1	1	0	1
4267	4267	1	1	1	0	0	1	1
4268	4268	0	2	1	1	1	0	0
4269	4269	0	1	0	1	1	1	1
4270	4270	0	1	1	0	2	0	1
4271	4271	0	1	1	1	1	1	0
4272	4272	1	1	0	0	2	0	1
4273	4273	1	1	1	0	1	1	0
4274	4274	0	1	1	0	1	1	1
4275	4275	1	1	1	1	1	0	0
4276	4276	1	1	1	0	1	1	0
4277	4277	0	1	1	1	2	0	0
4278	4278	2	1	1	0	1	0	0
4279	4279	1	0	1	0	1	1	1
4280	4280	1	1	1	0	0	1	1
4281	4281	1	1	1	0	1	1	0
4282	4282	1	1	1	0	1	1	0
4283	4283	1	1	1	0	1	0	1
4284	4284	1	1	1	0	1	1	0
4285	4285	1	1	1	1	1	0	0
4286	4286	0	1	1	1	1	1	0
4287	4287	0	1	1	0	1	1	1
4288	4288	1	1	1	0	1	1	0
4289	4289	0	0	1	1	1	1	0
4290	4290	0	1	1	0	1	1	1
4291	4291	1	1	1	1	1	0	0
4292	4292	1	1	1	0	1	1	0
4293	4293	1	2	1	0	1	0	0
4294	4294	1	1	0	1	1	1	0
4295	4295	2	1	0	0	1	1	0
4296	4296	0	0	1	2	0	1	1
4297	4297	1	1	1	0	1	0	1
4298	4298	0	2	1	1	1	0	0
4299	4299	0	0	1	1	1	1	1
4300	4300	1	1	1	0	1	1	0
4301	4301	1	1	1	0	1	0	1
4302	4302	0	1	1	1	1	1	0
4303	4303	1	1	1	0	1	1	0
4304	4304	1	0	1	0	1	1	1
4305	4305	0	1	1	0	1	1	1
4306	4306	1	1	1	0	2	0	0
4307	4307	0	1	1	1	1	1	0
4308	4308	0	1	1	0	1	1	1
4309	4309	0	1	1	0	1	1	1
4310	4310	0	1	1	1	0	1	0
4311	4311	0	1	1	1	1	1	0
4312	4312	0	1	1	1	1	1	0
4313	4313	0	0	1	1	1	0	2
4314	4314	1	1	1	1	0	1	0
4315	4315	0	1	1	1	0	1	1
4316	4316	1	1	1	0	0	1	1
4317	4317	1	1	1	0	1	1	0
4318	4318	0	2	1	0	1	1	0
4319	4319	1	1	1	0	1	1	0
4320	4320	1	1	1	0	0	1	1
4321	4321	1	1	1	1	1	0	0
4322	4322	1	1	1	0	1	1	0
4323	4323	1	1	1	1	1	0	0
4324	4324	1	1	1	1	1	0	0
4325	4325	1	1	1	0	1	1	0
4326	4326	1	1	1	1	0	1	0
4327	4327	0	1	1	1	0	1	1
4328	4328	1	1	1	1	0	1	0
4329	4329	1	1	2	1	0	0	0
4330	4330	0	2	1	1	0	0	1
4331	4331	0	0	1	1	1	1	1
4332	4332	0	1	1	0	1	1	0
4333	4333	0	1	1	1	1	1	0
4334	4334	0	2	0	1	1	1	0
4335	4335	1	1	2	0	0	1	0
4336	4336	1	1	1	0	1	1	0
4337	4337	0	1	1	1	0	1	1
4338	4338	1	1	1	1	1	0	0
4339	4339	1	0	1	1	0	1	1
4340	4340	0	1	1	0	1	1	1
4341	4341	1	1	0	0	1	1	1
4342	4342	1	1	1	1	1	0	0
4343	4343	1	1	0	0	1	1	1
4344	4344	2	0	0	0	1	1	1
4345	4345	1	1	1	0	1	1	0
4346	4346	1	1	1	1	0	1	0
4347	4347	1	1	1	1	1	0	0
4348	4348	2	0	1	0	1	0	1
4349	4349	0	1	1	1	1	1	0
4350	4350	1	1	1	0	1	0	1
4351	4351	2	1	0	0	1	1	0
4352	4352	2	1	1	0	1	0	0
4353	4353	0	1	0	1	1	1	1
4354	4354	1	1	1	1	1	0	0
4355	4355	1	1	1	0	1	1	0
4356	4356	1	1	1	1	1	0	0
4357	4357	1	1	1	0	1	1	0
4358	4358	0	1	1	0	1	1	1
4359	4359	1	1	1	1	1	0	0
4360	4360	1	1	1	1	1	0	0
4361	4361	1	1	1	1	1	0	0
4362	4362	0	1	1	1	1	1	0
4363	4363	1	1	1	0	2	0	0
4364	4364	0	1	1	0	1	1	1
4365	4365	1	0	1	2	1	0	0
4366	4366	0	0	1	1	1	1	1
4367	4367	1	1	1	0	1	1	0
4368	4368	0	1	1	0	1	1	1
4369	4369	1	1	1	1	1	0	0
4370	4370	1	0	1	0	1	1	1
4371	4371	1	1	1	1	1	0	0
4372	4372	1	1	1	0	0	1	1
4373	4373	0	1	0	1	1	1	1
4374	4374	1	1	1	0	1	0	1
4375	4375	1	0	1	1	1	1	0
4376	4376	0	0	1	1	1	1	1
4377	4377	1	1	1	1	0	1	0
4378	4378	1	2	0	1	1	0	0
4379	4379	1	1	1	0	1	0	1
4380	4380	1	1	1	0	1	1	0
4381	4381	1	1	1	0	2	0	0
4382	4382	0	1	1	1	1	1	0
4383	4383	1	1	1	1	0	1	0
4384	4384	1	2	1	0	1	0	0
4385	4385	2	1	1	0	0	1	0
4386	4386	0	1	1	0	1	1	1
4387	4387	0	1	1	0	1	1	1
4388	4388	1	1	0	1	1	1	0
4389	4389	0	1	1	0	1	1	1
4390	4390	0	1	2	1	1	0	0
4391	4391	0	1	1	1	2	0	0
4392	4392	0	1	1	1	1	1	0
4393	4393	1	1	1	1	1	0	0
4394	4394	0	1	1	1	1	1	0
4395	4395	1	1	0	0	1	1	1
4396	4396	0	1	1	0	2	0	1
4397	4397	1	1	1	0	1	1	0
4398	4398	0	2	1	0	1	0	1
4399	4399	0	1	1	1	1	1	0
4400	4400	1	1	0	1	1	1	0
4401	4401	1	1	1	0	1	0	1
4402	4402	1	1	1	1	1	0	0
4403	4403	0	1	1	1	1	1	0
4404	4404	1	1	1	0	1	1	0
4405	4405	1	1	0	0	1	1	1
4406	4406	0	1	1	1	0	1	1
4407	4407	1	1	1	1	1	0	0
4408	4408	0	1	0	1	1	1	1
4409	4409	0	1	1	1	1	1	0
4410	4410	1	1	0	1	1	1	0
4411	4411	1	1	1	1	0	1	0
4412	4412	0	1	1	1	1	1	0
4413	4413	1	0	1	0	1	1	1
4414	4414	0	1	1	0	1	1	1
4415	4415	1	1	1	1	1	0	0
4416	4416	0	1	1	1	1	1	0
4417	4417	1	1	0	0	1	1	1
4418	4418	1	1	1	1	1	0	0
4419	4419	0	1	1	1	1	1	0
4420	4420	0	1	2	0	1	1	0
4421	4421	2	0	1	0	0	1	1
4422	4422	2	1	1	0	0	1	0
4423	4423	0	1	0	1	1	1	1
4424	4424	1	1	1	1	1	0	0
4425	4425	1	0	1	0	1	1	1
4426	4426	0	1	1	1	1	1	0
4427	4427	1	0	1	1	1	1	0
4428	4428	1	1	2	0	0	1	0
4429	4429	1	1	1	1	1	0	0
4430	4430	0	1	1	1	1	0	0
4431	4431	1	1	1	1	1	0	0
4432	4432	0	0	1	1	1	1	1
4433	4433	1	0	1	1	1	1	0
4434	4434	0	1	1	1	1	1	0
4435	4435	0	1	1	2	1	0	0
4436	4436	1	1	1	1	1	0	0
4437	4437	1	1	1	0	0	1	1
4438	4438	0	1	1	1	1	1	0
4439	4439	0	1	1	1	1	0	1
4440	4440	1	1	1	1	1	0	0
4441	4441	1	1	1	1	0	1	0
4442	4442	1	1	1	0	1	1	0
4443	4443	1	1	1	1	1	0	0
4444	4444	1	1	1	1	1	0	0
4445	4445	1	1	1	0	1	1	0
4446	4446	0	1	1	1	1	0	1
4447	4447	1	1	1	0	1	1	0
4448	4448	1	1	1	1	1	0	0
4449	4449	1	1	1	1	0	1	0
4450	4450	0	0	1	0	2	1	1
4451	4451	0	1	0	2	1	0	0
4452	4452	1	1	1	0	1	1	0
4453	4453	0	1	1	1	1	1	0
4454	4454	1	1	1	1	1	0	0
4455	4455	1	0	1	0	1	1	1
4456	4456	1	1	1	0	1	1	0
4457	4457	0	1	1	1	1	0	0
4458	4458	0	1	1	1	1	1	0
4459	4459	1	1	1	1	1	0	0
4460	4460	0	1	1	1	1	1	0
4461	4461	0	1	1	0	2	1	0
4462	4462	1	1	1	1	1	0	0
4463	4463	1	1	1	0	1	1	0
4464	4464	0	0	1	1	1	1	1
4465	4465	1	1	1	0	1	1	0
4466	4466	0	1	1	0	2	1	0
4467	4467	1	1	1	0	0	1	1
4468	4468	0	1	1	1	1	1	0
4469	4469	2	0	1	0	0	1	1
4470	4470	1	1	1	1	1	0	0
4471	4471	1	0	1	0	1	1	1
4472	4472	0	1	1	1	1	1	0
4473	4473	1	1	1	1	0	1	0
4474	4474	0	0	1	1	1	1	1
4475	4475	1	1	1	0	0	1	1
4476	4476	0	1	1	0	1	1	1
4477	4477	0	1	1	1	1	1	0
4478	4478	1	1	1	1	1	0	0
4479	4479	1	1	1	1	1	0	0
4480	4480	0	1	1	0	1	1	1
4481	4481	1	1	1	1	1	0	0
4482	4482	1	1	0	1	1	0	1
4483	4483	1	1	1	0	1	1	0
4484	4484	1	1	1	0	1	1	0
4485	4485	1	1	0	0	1	1	1
4486	4486	1	1	1	0	1	1	0
4487	4487	1	1	1	1	1	0	0
4488	4488	0	1	0	0	1	2	1
4489	4489	0	1	1	1	1	1	0
4490	4490	1	2	1	0	0	1	0
4491	4491	0	2	1	1	1	0	0
4492	4492	1	1	1	0	1	1	0
4493	4493	1	0	1	1	1	1	0
4494	4494	0	1	1	0	1	1	1
4495	4495	1	1	1	0	1	1	0
4496	4496	1	1	1	1	1	0	0
4497	4497	0	1	1	1	1	1	0
4498	4498	0	1	1	1	1	0	1
4499	4499	1	1	0	0	1	1	1
4500	4500	1	1	0	0	1	1	1
4501	4501	1	1	1	1	1	0	0
4502	4502	1	1	0	0	1	1	1
4503	4503	1	1	1	0	1	1	0
4504	4504	1	0	1	0	1	1	1
4505	4505	0	0	1	0	2	1	1
4506	4506	0	1	1	1	0	1	1
4507	4507	1	1	1	0	0	1	1
4508	4508	0	1	1	0	2	1	0
4509	4509	1	1	1	1	1	0	0
4510	4510	1	1	1	1	1	0	0
4511	4511	0	1	1	0	1	1	1
4512	4512	1	1	1	0	0	1	1
4513	4513	0	1	0	1	1	1	1
4514	4514	1	1	1	0	1	1	0
4515	4515	1	1	1	1	1	0	0
4516	4516	1	1	1	0	1	1	0
4517	4517	0	1	1	0	0	2	1
4518	4518	1	1	1	1	1	0	0
4519	4519	0	1	1	0	1	2	0
4520	4520	2	1	1	0	1	0	0
4521	4521	1	1	1	0	1	1	0
4522	4522	1	1	1	1	0	1	0
4523	4523	0	1	1	1	1	1	0
4524	4524	0	1	1	1	1	1	0
4525	4525	1	1	0	1	1	1	0
4526	4526	1	1	1	1	0	1	0
4527	4527	1	1	0	1	1	1	0
4528	4528	1	1	1	0	2	0	0
4529	4529	1	1	1	0	0	1	1
4530	4530	1	1	1	1	1	0	0
4531	4531	0	1	1	0	1	1	1
4532	4532	0	2	1	0	1	1	0
4533	4533	0	1	1	2	1	0	0
4534	4534	0	1	1	1	2	0	0
4535	4535	1	1	1	1	1	0	0
4536	4536	0	1	1	1	1	1	0
4537	4537	0	2	1	1	1	0	0
4538	4538	1	1	1	0	0	1	1
4539	4539	1	0	1	1	1	0	1
4540	4540	0	1	1	1	1	1	0
4541	4541	1	1	1	0	0	2	0
4542	4542	0	1	1	1	0	1	1
4543	4543	0	1	1	1	1	1	0
4544	4544	2	1	1	0	0	1	0
4545	4545	1	1	0	1	1	1	0
4546	4546	1	1	1	1	0	1	0
4547	4547	0	1	1	1	1	1	0
4548	4548	1	1	1	1	1	0	0
4549	4549	1	1	1	1	1	0	0
4550	4550	0	1	1	1	1	1	0
4551	4551	0	0	2	0	1	1	1
4552	4552	1	1	1	0	1	1	0
4553	4553	1	0	1	1	1	1	0
4554	4554	0	1	1	0	1	1	1
4555	4555	0	1	1	1	1	1	0
4556	4556	0	1	1	1	1	0	1
4557	4557	1	1	1	1	1	0	0
4558	4558	1	1	1	0	0	0	2
4559	4559	0	1	1	1	1	1	0
4560	4560	1	0	1	1	1	1	0
4561	4561	0	1	0	1	1	1	1
4562	4562	1	1	1	0	0	1	1
4563	4563	1	1	1	1	1	0	0
4564	4564	1	1	1	1	1	0	0
4565	4565	1	1	1	0	1	1	0
4566	4566	1	1	1	0	1	1	0
4567	4567	1	1	1	0	1	1	0
4568	4568	1	0	1	1	1	1	0
4569	4569	0	1	1	1	1	1	0
4570	4570	1	1	1	0	0	1	1
4571	4571	0	0	1	1	1	1	1
4572	4572	1	1	1	1	0	1	0
4573	4573	1	1	1	0	0	1	1
4574	4574	0	1	1	1	1	1	0
4575	4575	1	1	1	1	1	0	0
4576	4576	0	2	1	1	1	0	0
4577	4577	1	1	1	1	1	0	0
4578	4578	1	1	1	1	1	0	0
4579	4579	1	1	1	0	1	1	0
4580	4580	1	1	1	0	1	1	0
4581	4581	0	1	1	1	1	1	0
4582	4582	0	1	1	1	1	1	0
4583	4583	1	1	1	0	1	1	0
4584	4584	0	1	1	1	1	1	0
4585	4585	0	1	1	0	1	1	1
4586	4586	1	1	1	0	1	1	0
4587	4587	1	1	1	0	1	1	0
4588	4588	0	1	1	0	1	1	1
4589	4589	1	1	1	0	1	1	0
4590	4590	0	1	2	1	1	0	0
4591	4591	0	1	0	1	1	1	1
4592	4592	2	1	1	1	0	0	0
4593	4593	1	1	1	0	1	0	0
4594	4594	0	1	1	1	1	1	0
4595	4595	1	0	1	0	1	1	1
4596	4596	1	0	1	1	1	0	0
4597	4597	0	0	1	1	1	1	1
4598	4598	2	0	1	0	0	1	1
4599	4599	0	0	1	1	1	1	0
4600	4600	1	0	1	1	1	0	0
4601	4601	1	0	1	1	0	1	1
4602	4602	1	1	1	1	1	0	0
4603	4603	1	0	1	0	1	1	1
4604	4604	0	0	1	1	1	1	1
4605	4605	1	1	1	1	0	1	0
4606	4606	1	1	1	0	0	1	1
4607	4607	1	0	1	1	0	1	1
4608	4608	1	0	0	0	2	1	1
4609	4609	0	1	1	1	0	1	1
4610	4610	0	0	1	1	1	2	0
4611	4611	1	0	0	1	2	1	0
4612	4612	1	1	1	1	1	0	0
4613	4613	1	0	1	1	1	1	0
4614	4614	0	1	2	0	1	0	1
4615	4615	0	1	1	1	1	1	0
4616	4616	1	0	0	1	1	1	1
4617	4617	2	0	0	1	1	1	0
4618	4618	1	0	0	1	1	1	1
4619	4619	1	0	1	1	2	0	0
4620	4620	1	0	1	0	1	1	0
4621	4621	0	0	1	1	1	1	1
4622	4622	1	1	1	0	1	1	0
4623	4623	2	1	1	0	0	1	0
4624	4624	0	0	1	1	1	1	1
4625	4625	0	0	1	1	1	2	0
4626	4626	1	0	1	2	1	0	0
4627	4627	1	0	0	0	2	1	1
4628	4628	1	1	1	0	0	1	1
4629	4629	1	0	1	1	1	1	0
4630	4630	1	0	1	0	1	1	1
4631	4631	1	0	1	0	1	1	1
4632	4632	0	1	1	2	1	0	0
4633	4633	0	0	1	1	1	1	1
4634	4634	1	0	1	1	1	1	0
4635	4635	1	0	1	1	1	1	0
4636	4636	0	0	1	1	1	2	0
4637	4637	2	0	0	0	1	1	1
4638	4638	0	1	1	1	0	1	1
4639	4639	1	1	1	1	1	0	0
4640	4640	0	0	1	1	1	2	0
4641	4641	0	1	1	0	2	0	1
4642	4642	0	0	1	1	1	1	1
4643	4643	1	0	1	1	0	0	2
4644	4644	0	1	1	1	0	1	1
4645	4645	0	1	1	0	1	1	1
4646	4646	0	0	2	1	0	1	1
4647	4647	0	0	1	1	1	1	1
4648	4648	1	0	1	1	0	1	1
4649	4649	0	1	1	1	1	0	1
4650	4650	0	0	1	1	1	1	1
4651	4651	0	0	1	1	1	1	1
4652	4652	0	1	1	1	0	1	1
4653	4653	1	0	1	0	1	1	1
4654	4654	0	1	1	1	1	1	0
4655	4655	1	1	1	0	0	1	0
4656	4656	1	1	1	0	1	0	0
4657	4657	0	1	0	1	1	1	0
4658	4658	1	1	1	0	1	0	0
4659	4659	1	1	0	0	1	1	0
4660	4660	0	1	1	0	0	1	1
4661	4661	1	1	1	1	0	0	0
4662	4662	0	1	1	0	0	1	1
4663	4663	0	1	1	1	1	0	0
4664	4664	0	1	1	0	1	0	1
4665	4665	0	1	0	1	1	1	0
4666	4666	1	1	0	1	0	1	0
4667	4667	1	1	1	0	1	0	0
4668	4668	1	1	0	1	1	0	0
4669	4669	1	1	1	0	1	0	0
4670	4670	0	1	1	1	1	0	0
4671	4671	0	1	1	0	1	1	0
4672	4672	1	1	1	0	1	0	0
4673	4673	0	1	1	1	1	0	0
4674	4674	0	1	0	1	1	0	1
4675	4675	1	1	0	0	1	1	0
4676	4676	1	0	0	1	1	1	0
4677	4677	0	1	1	1	1	0	0
4678	4678	0	0	1	1	1	1	0
4679	4679	0	1	1	1	1	0	0
4680	4680	1	1	1	0	1	0	0
4681	4681	1	0	1	1	1	0	0
4682	4682	1	1	1	1	0	0	0
4683	4683	1	0	0	1	1	0	1
4684	4684	0	1	0	1	1	1	0
4685	4685	0	1	1	0	1	1	0
4686	4686	1	1	1	0	1	0	0
4687	4687	0	1	1	0	0	1	1
4688	4688	1	0	0	1	1	1	0
4689	4689	0	1	1	1	1	0	0
4690	4690	0	1	1	1	1	0	0
4691	4691	1	1	1	0	0	0	1
4692	4692	0	0	0	1	1	1	1
4693	4693	0	1	1	0	1	1	0
4694	4694	0	1	1	1	1	0	0
4695	4695	0	1	1	1	1	0	0
4696	4696	0	1	1	0	1	1	0
4697	4697	0	0	1	1	0	1	1
4698	4698	1	1	1	1	0	0	0
4699	4699	1	1	1	0	0	1	0
4700	4700	0	1	1	0	1	0	1
4701	4701	0	1	1	1	1	0	0
4702	4702	1	1	1	1	0	0	0
4703	4703	1	1	1	0	0	0	1
4704	4704	0	0	1	1	1	1	0
4705	4705	1	1	1	0	1	0	0
4706	4706	1	1	1	1	0	0	0
4707	4707	1	1	0	1	1	0	0
4708	4708	0	1	1	1	1	0	0
4709	4709	1	0	1	0	1	0	1
4710	4710	1	1	0	1	1	0	0
4711	4711	1	1	1	0	1	0	0
4712	4712	1	1	0	1	0	1	0
4713	4713	0	1	1	0	0	1	1
4714	4714	0	1	1	1	1	0	0
4715	4715	1	0	1	1	0	1	0
4716	4716	0	0	1	1	1	1	0
4717	4717	1	0	1	0	0	1	1
4718	4718	1	1	1	0	0	1	0
4719	4719	0	1	1	1	1	0	0
4720	4720	1	1	0	0	0	1	1
4721	4721	1	1	1	0	1	0	0
4722	4722	0	1	1	0	1	1	0
4723	4723	1	0	0	1	1	0	1
4724	4724	0	1	1	1	1	0	0
4725	4725	1	1	1	1	0	0	0
4726	4726	0	0	1	1	1	1	0
4727	4727	0	1	1	1	1	0	0
4728	4728	1	0	1	1	0	1	0
4729	4729	0	1	1	1	1	0	0
4730	4730	1	1	1	0	1	0	0
4731	4731	0	1	1	1	1	0	0
4732	4732	0	1	1	1	0	0	1
4733	4733	0	1	1	1	1	0	0
4734	4734	1	1	1	1	0	0	0
4735	4735	0	0	1	1	1	0	1
4736	4736	0	0	1	1	0	1	1
4737	4737	0	1	1	0	1	0	1
4738	4738	0	1	1	1	1	0	0
4739	4739	0	1	0	0	1	1	1
4740	4740	0	1	1	0	0	1	1
4741	4741	0	1	1	1	1	0	0
4742	4742	0	1	0	1	1	1	0
4743	4743	1	1	1	0	1	0	0
4744	4744	1	1	0	1	1	0	0
4745	4745	0	0	1	1	1	1	0
4746	4746	0	1	1	1	1	0	0
4747	4747	0	0	1	0	1	1	1
4748	4748	0	1	1	1	1	0	0
4749	4749	0	1	1	1	1	0	0
4750	4750	1	1	0	1	0	0	1
4751	4751	1	1	1	0	1	0	0
4752	4752	1	0	1	0	1	1	0
4753	4753	0	1	1	1	1	0	0
4754	4754	1	1	1	0	1	0	0
4755	4755	1	1	0	1	1	0	0
4756	4756	0	1	1	1	0	1	0
4757	4757	1	0	1	1	1	0	0
4758	4758	1	0	1	0	1	0	1
4759	4759	1	1	0	0	0	1	1
4760	4760	1	1	1	0	1	0	0
4761	4761	0	0	1	0	1	1	1
4762	4762	1	1	1	0	0	0	1
4763	4763	1	0	1	1	1	0	0
4764	4764	0	1	1	0	1	1	0
4765	4765	1	0	1	0	1	1	0
4766	4766	0	1	1	0	1	1	0
4767	4767	1	1	1	0	1	0	0
4768	4768	1	0	1	1	1	0	0
4769	4769	1	1	1	0	0	1	0
4770	4770	1	0	1	1	1	0	0
4771	4771	1	1	0	0	1	1	0
4772	4772	0	1	1	1	1	0	0
4773	4773	1	1	1	0	1	0	0
4774	4774	0	1	1	0	1	1	0
4775	4775	0	1	1	0	0	1	1
4776	4776	0	1	1	1	1	0	0
4777	4777	0	1	1	1	1	0	0
4778	4778	1	1	1	0	0	1	0
4779	4779	1	1	1	0	1	0	0
4780	4780	0	1	0	1	1	1	0
4781	4781	1	1	1	0	0	1	0
4782	4782	1	0	0	1	1	1	0
4783	4783	0	1	1	1	1	0	0
4784	4784	1	0	0	1	1	0	1
4785	4785	0	1	1	0	1	1	0
4786	4786	1	1	0	1	1	0	0
4787	4787	0	1	1	0	0	1	1
4788	4788	0	0	1	1	1	1	0
4789	4789	0	0	1	1	1	1	0
4790	4790	0	1	1	0	1	1	0
4791	4791	0	1	0	1	0	1	1
4792	4792	0	0	1	0	1	1	1
4793	4793	0	1	1	0	1	1	0
4794	4794	1	1	1	0	0	0	1
4795	4795	1	1	1	0	0	1	0
4796	4796	1	1	1	0	0	1	0
4797	4797	1	0	1	0	1	1	0
4798	4798	1	1	1	0	1	0	0
4799	4799	1	1	1	0	1	0	0
4800	4800	0	1	1	1	1	0	0
4801	4801	1	0	1	1	1	0	0
4802	4802	1	1	1	0	1	0	0
4803	4803	1	1	0	1	1	0	0
4804	4804	1	0	1	0	1	0	1
4805	4805	0	0	1	1	1	1	0
4806	4806	0	1	1	1	1	0	0
4807	4807	0	0	1	1	1	1	0
4808	4808	0	1	1	1	1	0	0
4809	4809	0	0	1	1	1	1	0
4810	4810	0	1	1	1	1	0	0
4811	4811	1	1	1	0	1	0	0
4812	4812	1	1	1	1	0	0	0
4813	4813	0	1	1	1	0	1	0
4814	4814	0	1	0	1	1	1	0
4815	4815	0	1	0	1	1	1	0
4816	4816	1	1	0	1	1	0	0
4817	4817	1	0	1	1	1	0	0
4818	4818	1	1	1	0	1	0	0
4819	4819	0	1	1	0	1	1	0
4820	4820	1	0	1	0	1	1	0
4821	4821	1	1	1	0	0	1	0
4822	4822	0	1	0	1	1	1	0
4823	4823	1	1	0	0	0	1	1
4824	4824	0	1	1	1	1	0	0
4825	4825	1	1	1	0	0	1	0
4826	4826	0	1	1	0	1	1	0
4827	4827	0	0	1	1	1	1	0
4828	4828	1	1	1	1	0	0	0
4829	4829	1	1	1	0	0	1	0
4830	4830	0	1	1	1	1	0	0
4831	4831	1	1	1	0	1	0	0
4832	4832	0	1	1	1	0	1	0
4833	4833	1	1	0	1	0	1	0
4834	4834	1	0	1	0	1	0	1
4835	4835	1	0	1	1	1	0	0
4836	4836	0	0	1	1	1	1	0
4837	4837	1	1	1	0	1	0	0
4838	4838	1	0	1	0	1	1	0
4839	4839	1	1	0	1	1	0	0
4840	4840	1	0	1	1	0	1	0
4841	4841	1	1	1	0	1	0	0
4842	4842	1	0	1	0	1	1	0
4843	4843	0	1	1	0	1	1	0
4844	4844	1	1	1	0	0	1	0
4845	4845	0	1	0	1	1	1	0
4846	4846	0	1	1	1	0	0	1
4847	4847	0	1	1	0	1	1	0
4848	4848	0	1	1	1	1	0	0
4849	4849	0	1	1	1	0	1	0
4850	4850	0	1	0	0	1	1	1
4851	4851	1	1	1	1	0	0	0
4852	4852	1	1	1	0	0	1	0
4853	4853	1	1	0	1	1	0	0
4854	4854	0	1	0	0	1	1	1
4855	4855	0	1	1	1	1	0	0
4856	4856	1	1	1	0	0	1	0
4857	4857	1	1	1	0	1	0	0
4858	4858	0	1	1	1	1	0	0
4859	4859	0	1	0	1	1	1	0
4860	4860	1	1	1	0	0	1	0
4861	4861	1	1	0	1	1	0	0
4862	4862	1	0	1	0	0	1	1
4863	4863	1	0	0	0	1	1	1
4864	4864	1	0	0	0	1	1	1
4865	4865	0	1	1	1	1	0	0
4866	4866	0	1	1	0	0	1	1
4867	4867	0	0	1	1	1	0	1
4868	4868	1	0	1	1	1	0	0
4869	4869	1	1	0	1	1	0	0
4870	4870	1	1	1	0	1	0	0
4871	4871	1	0	1	1	1	0	0
4872	4872	1	1	1	0	1	0	0
4873	4873	0	1	1	1	1	0	0
4874	4874	1	1	1	1	0	0	0
4875	4875	0	1	1	1	1	0	0
4876	4876	1	1	1	0	1	0	0
4877	4877	0	1	1	0	1	1	0
4878	4878	0	1	1	0	1	1	0
4879	4879	1	0	1	1	1	0	0
4880	4880	1	1	0	1	0	0	1
4881	4881	0	1	1	1	1	0	0
4882	4882	0	0	0	1	1	1	1
4883	4883	1	1	1	0	0	1	0
4884	4884	1	1	1	0	1	0	0
4885	4885	1	1	1	1	0	0	0
4886	4886	1	1	1	0	1	0	0
4887	4887	1	1	0	1	1	0	0
4888	4888	0	1	1	0	1	1	0
4889	4889	0	0	1	0	1	1	1
4890	4890	0	1	1	0	1	1	0
4891	4891	0	1	1	0	1	0	1
4892	4892	0	1	1	0	1	1	0
4893	4893	1	0	1	0	1	1	0
4894	4894	1	0	1	0	1	1	0
4895	4895	0	1	1	1	1	0	0
4896	4896	1	1	1	0	0	1	0
4897	4897	1	0	0	0	1	1	1
4898	4898	1	1	1	0	1	0	0
4899	4899	0	1	1	0	1	1	0
4900	4900	1	1	1	0	1	0	0
4901	4901	0	1	1	0	1	1	0
4902	4902	1	1	1	1	0	0	0
4903	4903	0	0	1	1	1	0	1
4904	4904	0	1	1	0	1	0	1
4905	4905	0	0	1	0	1	1	1
4906	4906	1	1	1	0	1	0	0
4907	4907	1	1	1	0	1	0	0
4908	4908	0	1	1	1	1	0	0
4909	4909	1	1	1	1	0	0	0
4910	4910	0	1	1	0	0	1	1
4911	4911	1	1	1	0	0	1	0
4912	4912	1	1	1	0	1	0	0
4913	4913	0	1	1	1	1	0	0
4914	4914	0	1	1	1	1	0	0
4915	4915	1	1	1	0	0	1	0
4916	4916	1	0	1	1	1	0	0
4917	4917	1	1	1	1	0	0	0
4918	4918	1	1	1	0	1	0	0
4919	4919	0	0	0	1	1	1	1
4920	4920	1	1	1	0	1	0	0
4921	4921	0	1	1	1	1	0	0
4922	4922	0	0	0	1	1	1	1
4923	4923	1	1	1	1	0	0	0
4924	4924	1	1	0	1	1	0	0
4925	4925	1	1	1	0	0	1	0
4926	4926	1	1	1	0	1	0	0
4927	4927	0	1	1	1	1	0	0
4928	4928	1	1	1	0	1	0	0
4929	4929	0	1	1	1	1	0	0
4930	4930	1	0	1	1	1	0	0
4931	4931	0	1	1	0	1	1	0
4932	4932	1	1	1	0	0	1	0
4933	4933	0	0	1	1	1	1	0
4934	4934	0	1	0	1	1	1	0
4935	4935	1	1	1	0	1	0	0
4936	4936	1	1	0	1	0	1	0
4937	4937	0	1	1	0	0	1	1
4938	4938	1	1	1	0	1	0	0
4939	4939	0	1	1	0	1	1	0
4940	4940	0	1	1	1	1	0	0
4941	4941	1	1	0	0	1	1	0
4942	4942	0	1	1	1	0	1	0
4943	4943	0	1	1	1	1	0	0
4944	4944	1	1	0	1	1	0	0
4945	4945	0	1	0	1	1	1	0
4946	4946	1	1	1	0	1	0	0
4947	4947	0	1	1	0	1	1	0
4948	4948	0	0	1	1	1	1	0
4949	4949	1	1	1	1	0	0	0
4950	4950	1	1	0	0	1	1	0
4951	4951	0	1	1	1	1	0	0
4952	4952	0	1	1	1	1	0	0
4953	4953	1	1	1	0	1	0	0
4954	4954	1	1	1	0	1	0	0
4955	4955	0	0	0	1	1	1	1
4956	4956	0	1	1	0	1	1	0
4957	4957	0	1	1	1	1	0	0
4958	4958	0	1	1	1	0	1	0
4959	4959	1	0	1	1	1	0	0
