Description	ID	Physalia	Nanomia	Agalma	Abylopsis	Craseoa	Hydra	Nematostella
1475	1475	1	1	1	1	1	2	2
1476	1476	0	0	2	1	1	2	3
1477	1477	1	2	1	1	1	1	1
1478	1478	2	1	1	1	1	1	1
1479	1479	2	2	1	1	2	0	0
1480	1480	1	3	2	1	1	0	0
1481	1481	1	1	1	1	1	1	1
1482	1482	1	1	1	1	2	1	1
1483	1483	2	1	1	1	1	1	1
1484	1484	0	1	2	2	1	1	1
1485	1485	1	1	1	1	1	2	1
1486	1486	0	1	3	1	2	1	0
1487	1487	2	1	1	1	1	1	1
1488	1488	1	1	1	2	1	1	1
1489	1489	1	1	1	1	1	2	1
1490	1490	1	2	1	1	2	1	0
1491	1491	0	1	1	1	1	1	1
1492	1492	2	1	1	1	1	1	1
1493	1493	1	2	2	0	1	1	1
1494	1494	2	1	1	1	1	1	1
1495	1495	0	2	2	0	0	2	2
1496	1496	1	2	3	1	1	0	0
1497	1497	1	1	1	2	1	1	1
1498	1498	2	1	1	1	1	0	2
1499	1499	1	2	1	1	1	1	1
1500	1500	2	1	1	1	1	1	1
1501	1501	1	3	1	0	1	1	1
1502	1502	0	1	1	1	3	1	1
1503	1503	2	0	1	3	1	1	0
1504	1504	2	1	1	1	1	1	1
1505	1505	1	1	1	1	2	1	1
1506	1506	2	1	1	0	2	1	1
1507	1507	2	1	1	3	1	0	0
1508	1508	1	0	2	0	1	1	0
1509	1509	1	1	1	2	1	1	1
1510	1510	1	1	1	1	1	1	2
1511	1511	1	1	1	2	2	1	0
1512	1512	2	1	1	1	1	1	1
1513	1513	1	1	2	1	1	1	1
1514	1514	2	1	1	1	1	1	1
1515	1515	2	2	1	0	1	1	1
1516	1516	3	1	1	1	1	1	0
1517	1517	1	1	1	2	2	1	0
1518	1518	3	2	1	0	0	1	1
1519	1519	1	1	1	2	1	1	1
1520	1520	1	1	1	2	1	1	1
1521	1521	1	3	2	1	1	0	0
1522	1522	2	1	1	1	1	1	1
1523	1523	2	1	1	1	1	1	1
1524	1524	1	1	1	1	2	1	1
1525	1525	1	1	1	2	2	1	0
1526	1526	2	1	1	1	1	1	1
1527	1527	1	2	1	1	1	1	1
1528	1528	1	1	1	1	1	1	2
1529	1529	1	1	1	1	4	0	0
1530	1530	1	1	1	2	2	1	0
1531	1531	0	1	2	1	2	1	1
1532	1532	3	1	1	0	1	1	1
1533	1533	2	1	1	0	1	1	1
1534	1534	1	1	1	1	1	1	1
1535	1535	1	1	3	0	2	1	0
1536	1536	1	1	1	1	1	1	1
1537	1537	1	1	1	1	2	1	1
1538	1538	1	1	1	1	2	1	1
1539	1539	1	1	1	2	1	1	1
1540	1540	1	1	1	1	2	1	1
1541	1541	1	2	3	1	1	0	0
1542	1542	0	1	2	1	3	1	0
1543	1543	2	1	1	1	1	1	1
1544	1544	0	2	2	1	1	1	1
1545	1545	0	1	3	1	0	1	2
1546	1546	0	0	1	2	3	1	1
1547	1547	2	1	1	1	1	1	1
1548	1548	0	0	1	0	1	1	3
1549	1549	0	1	1	1	1	1	1
1550	1550	2	1	2	1	1	1	0
1551	1551	1	2	2	0	1	1	1
1552	1552	1	1	2	1	1	1	1
1553	1553	1	2	1	1	1	1	0
1554	1554	2	1	1	1	1	1	1
1555	1555	2	1	1	1	1	1	1
1556	1556	1	0	1	2	2	1	1
1557	1557	0	2	2	2	0	1	1
1558	1558	3	1	1	1	0	1	1
1559	1559	1	1	1	1	2	1	1
1560	1560	1	1	1	2	2	1	0
1561	1561	2	1	1	0	1	1	2
1562	1562	2	1	1	1	1	1	1
1563	1563	1	2	1	1	2	1	0
1564	1564	1	1	1	0	1	1	1
1565	1565	1	1	1	1	1	1	2
1566	1566	2	1	1	1	1	1	1
1567	1567	3	1	1	1	0	1	1
1568	1568	2	1	1	1	2	1	0
1569	1569	1	2	1	1	1	1	1
1570	1570	2	1	1	1	1	1	1
1571	1571	1	1	1	1	1	1	1
1572	1572	1	1	1	1	2	1	1
1573	1573	2	1	2	1	1	1	0
1574	1574	2	1	1	1	1	1	1
1575	1575	1	2	1	1	1	1	1
1576	1576	0	2	1	1	2	1	1
1577	1577	2	1	1	1	1	1	1
1578	1578	2	1	1	1	1	1	1
1579	1579	1	1	2	1	1	1	1
1580	1580	1	1	1	2	1	1	1
1581	1581	1	1	4	0	2	0	0
1582	1582	3	1	1	0	1	1	1
1583	1583	2	1	1	1	1	1	1
1584	1584	1	2	2	0	1	1	1
1585	1585	1	2	1	1	1	1	1
1586	1586	1	2	2	1	1	1	0
1587	1587	1	0	1	3	2	1	0
1588	1588	1	2	1	0	1	1	1
1589	1589	0	2	1	2	2	1	0
1590	1590	1	2	2	1	0	1	1
1591	1591	0	1	1	2	1	0	1
1592	1592	2	1	1	1	1	1	1
1593	1593	2	1	1	2	1	1	0
1594	1594	1	1	1	3	1	1	0
1595	1595	2	1	1	1	1	1	1
1596	1596	2	1	1	1	1	1	1
1597	1597	2	1	1	1	1	1	1
1598	1598	1	1	1	2	1	1	1
1599	1599	2	1	1	1	1	1	1
1600	1600	2	1	1	1	1	1	1
1601	1601	1	3	2	1	1	0	0
1602	1602	0	1	5	1	1	0	0
1603	1603	2	1	1	1	1	1	1
1604	1604	1	2	1	1	1	1	1
1605	1605	2	1	1	1	0	2	1
1606	1606	1	1	1	2	1	1	1
1607	1607	0	2	0	1	2	0	2
1608	1608	1	1	1	0	1	1	1
1609	1609	2	1	1	1	1	1	1
1610	1610	1	2	2	0	3	0	0
1611	1611	2	1	1	1	1	1	1
1612	1612	1	1	2	1	2	1	0
1613	1613	2	1	1	1	1	1	1
1614	1614	1	1	1	1	2	1	1
1615	1615	1	0	1	1	1	1	1
1616	1616	2	1	1	1	1	1	1
1617	1617	2	2	1	1	1	1	0
1618	1618	0	1	1	1	1	1	3
1619	1619	2	1	1	1	1	1	1
1620	1620	1	1	1	1	2	1	1
1621	1621	2	1	1	1	1	1	1
1622	1622	1	1	1	2	1	1	1
1623	1623	2	1	1	1	1	1	1
1624	1624	0	1	1	1	1	1	1
1625	1625	0	1	2	0	3	1	1
1626	1626	3	1	1	0	1	1	1
1627	1627	1	1	0	1	1	1	1
1628	1628	0	0	2	2	1	2	1
1629	1629	2	1	1	1	2	1	0
1630	1630	2	2	1	1	1	1	0
1631	1631	1	2	1	1	1	2	0
1632	1632	2	1	1	1	1	1	1
1633	1633	0	1	3	0	2	1	1
1634	1634	1	1	1	1	1	1	2
1635	1635	2	1	1	1	1	1	1
1636	1636	1	1	1	2	1	1	1
1637	1637	1	1	1	0	1	1	1
1638	1638	2	1	1	1	1	1	1
1639	1639	2	2	0	1	1	1	1
1640	1640	1	1	1	1	1	1	2
1641	1641	1	1	1	1	2	1	1
1642	1642	0	2	2	0	2	1	1
1643	1643	2	1	1	0	2	1	0
1644	1644	1	0	1	2	2	1	1
1645	1645	1	1	1	1	1	1	2
1646	1646	0	1	1	1	1	1	1
1647	1647	2	1	1	0	1	3	0
1648	1648	1	2	1	2	1	0	1
1649	1649	2	1	1	1	1	1	1
1650	1650	1	2	2	0	1	1	1
1651	1651	1	1	1	2	1	1	1
1652	1652	2	1	1	1	1	1	1
1653	1653	1	1	1	1	2	0	0
1654	1654	1	1	2	0	1	1	1
1655	1655	2	1	1	1	1	1	1
1656	1656	1	1	1	2	1	1	1
1657	1657	1	1	0	0	1	1	4
1658	1658	2	1	1	1	2	1	0
1659	1659	2	1	1	1	1	1	1
1660	1660	1	1	1	2	1	1	1
1661	1661	1	1	0	1	1	1	1
1662	1662	1	1	1	1	2	1	1
1663	1663	1	2	1	1	1	1	1
1664	1664	2	1	1	1	1	1	1
1665	1665	1	2	1	1	1	1	1
1666	1666	1	1	1	0	2	1	2
1667	1667	2	0	2	1	1	1	1
1668	1668	2	1	0	1	1	1	1
1669	1669	2	2	1	0	1	1	1
1670	1670	1	1	1	1	1	1	2
1671	1671	2	1	1	1	1	1	1
1672	1672	0	1	2	1	2	0	0
1673	1673	1	1	1	1	1	1	0
1674	1674	2	1	1	1	2	0	1
1675	1675	2	1	1	1	1	1	1
1676	1676	1	2	1	1	2	1	0
1677	1677	1	2	2	1	1	0	1
1678	1678	2	1	1	1	1	1	1
1679	1679	2	1	1	1	1	1	1
1680	1680	2	1	1	0	1	2	1
1681	1681	2	1	1	0	1	1	1
1682	1682	1	2	1	1	1	1	1
1683	1683	1	1	2	1	1	1	1
1684	1684	1	1	1	1	2	1	0
1685	1685	2	1	1	1	1	1	1
1686	1686	2	2	1	0	1	1	1
1687	1687	0	1	1	1	2	1	2
1688	1688	3	1	1	1	0	1	1
1689	1689	1	1	0	2	1	1	1
1690	1690	1	1	1	1	2	1	1
1691	1691	2	1	1	0	2	1	1
1692	1692	1	1	1	1	2	1	1
1693	1693	0	2	1	2	1	1	1
1694	1694	1	1	1	1	1	1	1
1695	1695	2	1	1	0	2	1	1
1696	1696	1	2	1	1	1	1	1
1697	1697	1	1	1	1	1	1	1
1698	1698	1	1	1	2	1	1	1
1699	1699	2	1	1	1	1	1	1
1700	1700	2	1	1	1	1	1	1
1701	1701	1	2	2	1	1	0	1
1702	1702	0	1	1	1	1	1	1
1703	1703	2	1	1	1	1	1	1
1704	1704	2	1	1	1	1	1	1
1705	1705	2	1	1	1	1	1	1
1706	1706	2	1	1	1	1	1	1
1707	1707	2	1	1	1	1	1	1
1708	1708	0	1	2	2	3	0	0
1709	1709	3	1	1	1	1	0	1
1710	1710	1	1	2	1	1	1	1
1711	1711	1	1	1	2	1	1	1
1712	1712	1	2	1	0	2	1	1
1713	1713	2	1	1	1	1	1	1
1714	1714	3	1	1	1	0	1	1
1715	1715	2	1	1	1	1	1	1
1716	1716	3	1	1	1	1	1	0
1717	1717	2	2	1	1	1	1	0
1718	1718	2	1	1	1	1	1	1
1719	1719	1	2	2	0	2	1	0
1720	1720	2	1	1	1	1	1	1
1721	1721	1	1	1	2	1	1	1
1722	1722	1	1	1	2	1	1	1
1723	1723	2	1	1	1	1	1	1
1724	1724	2	1	1	1	1	1	1
1725	1725	2	1	1	1	1	1	1
1726	1726	1	2	1	1	1	1	1
1727	1727	2	1	1	1	1	1	1
1728	1728	1	2	1	1	1	1	1
1729	1729	2	1	1	1	2	0	1
1730	1730	1	1	1	1	1	1	2
1731	1731	1	1	1	1	1	2	1
1732	1732	2	1	1	0	1	1	2
1733	1733	1	1	1	2	1	1	1
1734	1734	1	1	1	1	2	1	1
1735	1735	2	2	1	0	1	1	1
1736	1736	2	1	1	1	1	1	1
1737	1737	1	1	1	1	2	1	1
1738	1738	1	1	1	1	1	1	1
1739	1739	3	2	2	0	1	0	0
1740	1740	1	1	1	1	1	2	1
1741	1741	1	1	1	1	1	1	2
1742	1742	3	1	1	1	0	1	1
1743	1743	2	2	1	1	2	0	0
1744	1744	1	2	2	0	1	2	0
1745	1745	1	1	2	1	1	1	1
1746	1746	1	2	3	0	1	1	0
1747	1747	1	1	1	1	2	1	1
1748	1748	2	0	1	2	1	1	1
1749	1749	1	1	1	4	1	0	0
1750	1750	1	2	1	1	1	1	1
1751	1751	3	1	1	1	0	1	1
1752	1752	2	1	1	1	1	1	1
1753	1753	2	1	1	0	1	2	1
1754	1754	1	1	1	1	1	1	1
1755	1755	2	1	1	1	1	1	1
1756	1756	2	1	1	1	1	1	1
1757	1757	1	1	1	1	2	1	1
1758	1758	2	1	1	1	1	1	1
1759	1759	1	2	1	1	1	1	1
1760	1760	1	2	1	1	1	1	1
1761	1761	1	1	1	1	1	1	2
1762	1762	1	1	2	1	1	1	1
1763	1763	1	1	1	1	2	1	1
1764	1764	0	1	1	0	0	4	2
1765	1765	0	1	2	1	1	1	1
1766	1766	2	1	1	1	1	1	1
1767	1767	0	1	1	0	1	3	0
1768	1768	3	2	1	1	1	0	0
1769	1769	1	1	1	1	1	1	2
1770	1770	1	2	1	1	1	1	1
1771	1771	2	1	1	1	1	1	1
1772	1772	2	1	1	1	1	1	1
1773	1773	1	1	2	1	1	0	2
1774	1774	1	1	1	1	2	0	2
1775	1775	1	1	2	2	1	0	1
1776	1776	2	1	1	1	1	1	1
1777	1777	1	1	1	0	1	1	1
1778	1778	2	1	1	1	1	1	1
1779	1779	2	1	1	1	1	1	1
1780	1780	2	1	1	0	2	1	1
1781	1781	1	2	1	1	1	1	1
1782	1782	1	1	1	1	2	1	1
1783	1783	0	1	1	1	1	1	3
1784	1784	1	2	2	1	2	0	0
1785	1785	1	2	1	0	2	1	1
1786	1786	2	1	1	1	1	1	1
1787	1787	2	1	1	1	1	1	1
1788	1788	2	1	1	1	1	1	1
1789	1789	0	2	2	1	1	2	0
1790	1790	2	1	1	1	1	1	1
1791	1791	2	1	1	1	1	1	1
1792	1792	2	1	1	1	1	1	1
1793	1793	1	1	1	2	1	1	1
1794	1794	2	1	1	1	1	1	1
1795	1795	1	1	1	0	1	1	1
1796	1796	2	1	1	1	1	1	1
1797	1797	2	1	1	1	2	1	0
1798	1798	1	1	2	1	2	1	0
1799	1799	2	1	1	1	1	1	1
1800	1800	1	2	1	0	2	1	1
1801	1801	1	1	1	1	2	1	1
1802	1802	3	1	1	1	0	1	1
1803	1803	2	1	1	1	1	1	1
1804	1804	2	1	1	0	2	1	1
1805	1805	2	1	1	1	1	1	1
1806	1806	2	1	1	1	2	1	0
1807	1807	2	0	2	0	1	3	0
1808	1808	2	1	1	1	1	1	1
1809	1809	2	1	2	0	1	1	1
1810	1810	2	1	1	1	1	1	1
1811	1811	1	1	1	2	1	1	1
1812	1812	2	1	1	1	1	1	1
1813	1813	2	1	1	2	0	1	1
1814	1814	0	2	1	2	0	1	1
1815	1815	1	1	1	1	1	1	2
1816	1816	1	1	1	1	1	1	1
1817	1817	2	1	1	1	1	1	1
1818	1818	0	1	1	2	1	1	0
1819	1819	1	1	1	2	1	1	1
1820	1820	2	1	1	1	1	1	1
1821	1821	1	2	1	0	1	2	0
1822	1822	0	1	1	2	1	1	2
1823	1823	1	2	0	1	2	0	1
1824	1824	0	1	1	1	2	2	1
1825	1825	2	1	1	1	1	1	1
1826	1826	2	1	1	1	1	1	1
1827	1827	2	1	2	1	1	1	0
1828	1828	1	1	1	1	1	1	0
1829	1829	1	1	1	1	0	1	1
1830	1830	0	1	1	1	2	1	2
1831	1831	2	2	1	0	2	1	0
1832	1832	1	1	1	0	1	1	2
1833	1833	3	1	1	1	0	1	1
1834	1834	2	1	1	1	1	1	1
1835	1835	2	2	1	1	1	1	0
1836	1836	1	1	1	2	1	1	1
1837	1837	1	2	3	0	1	1	0
1838	1838	0	1	3	1	1	1	1
1839	1839	2	1	1	0	1	1	1
1840	1840	1	1	1	1	2	1	1
1841	1841	2	1	1	1	2	1	0
1842	1842	1	1	1	1	1	1	2
1843	1843	2	1	1	1	1	1	1
1844	1844	1	1	2	1	1	1	1
1845	1845	2	2	0	1	1	1	1
1846	1846	2	1	1	1	1	1	1
1847	1847	0	0	4	1	1	1	1
1848	1848	3	1	1	1	1	0	1
1849	1849	1	2	1	0	1	2	1
1850	1850	1	1	1	1	1	1	2
1851	1851	1	2	2	1	1	1	0
1852	1852	2	1	1	1	1	1	1
1853	1853	2	1	1	1	1	1	1
1854	1854	1	1	1	2	1	1	1
1855	1855	2	1	1	1	1	1	1
1856	1856	1	1	1	1	2	1	1
1857	1857	1	2	1	1	1	1	1
1858	1858	2	1	1	1	1	1	1
1859	1859	1	1	2	1	1	1	1
1860	1860	2	1	1	1	1	1	1
1861	1861	1	1	1	2	1	1	1
1862	1862	1	0	1	1	2	2	1
1863	1863	3	1	1	0	1	1	1
1864	1864	0	2	3	1	1	1	0
1865	1865	2	1	1	1	1	1	1
1866	1866	2	1	1	1	1	1	1
1867	1867	1	1	1	1	2	1	1
1868	1868	2	1	0	0	1	1	1
1869	1869	0	1	2	1	2	1	1
1870	1870	2	1	1	1	1	1	1
1871	1871	0	2	1	1	0	2	2
1872	1872	1	1	1	1	2	1	1
1873	1873	1	1	1	0	2	1	1
1874	1874	1	2	1	1	2	0	1
1875	1875	1	2	1	1	1	1	1
1876	1876	1	2	1	1	1	1	1
1877	1877	2	1	1	1	1	1	1
1878	1878	1	1	1	0	2	1	2
1879	1879	1	1	1	1	1	1	2
1880	1880	2	1	1	1	1	1	1
1881	1881	1	1	1	2	0	1	2
1882	1882	2	0	2	1	1	1	1
1883	1883	1	0	1	1	2	0	2
1884	1884	1	2	2	1	1	1	0
1885	1885	1	0	1	2	1	2	1
1886	1886	1	0	1	0	2	1	2
1887	1887	2	1	1	1	1	1	1
1888	1888	2	1	1	1	1	1	1
1889	1889	1	1	1	1	1	1	1
1890	1890	2	2	2	1	1	0	0
1891	1891	0	1	2	2	1	2	0
1892	1892	2	1	1	1	1	1	1
1893	1893	1	1	1	1	1	2	1
1894	1894	1	1	1	1	1	2	1
1895	1895	0	1	2	1	2	1	0
1896	1896	1	1	1	1	1	1	2
1897	1897	1	1	1	1	2	1	1
1898	1898	1	1	2	1	1	1	1
1899	1899	2	1	1	1	1	2	0
1900	1900	2	1	1	1	1	1	1
1901	1901	2	1	1	1	1	1	1
1902	1902	2	1	1	1	1	1	1
1903	1903	1	1	1	1	2	1	1
1904	1904	2	1	1	1	1	1	1
1905	1905	0	2	2	1	1	1	1
1906	1906	3	1	1	1	0	1	1
1907	1907	2	1	1	1	1	1	1
1908	1908	2	1	1	1	1	1	1
1909	1909	1	2	1	1	1	1	1
1910	1910	2	1	1	1	1	1	1
1911	1911	1	2	1	0	1	2	1
1912	1912	0	2	1	1	2	1	1
1913	1913	2	0	1	0	1	3	1
1914	1914	1	1	1	1	1	2	1
1915	1915	2	1	1	1	1	1	1
1916	1916	1	2	1	1	1	2	0
1917	1917	1	1	1	1	1	2	1
1918	1918	2	1	1	1	1	1	1
1919	1919	1	1	1	1	1	0	1
1920	1920	1	1	1	1	1	1	2
1921	1921	1	1	1	1	2	1	1
1922	1922	1	0	1	1	2	1	2
1923	1923	1	1	2	2	1	1	0
1924	1924	1	1	2	1	1	1	0
1925	1925	2	1	1	1	1	1	1
1926	1926	1	2	1	1	1	1	1
1927	1927	0	1	2	0	1	3	1
1928	1928	2	1	1	1	1	1	1
1929	1929	1	1	1	1	2	1	1
1930	1930	2	1	1	3	0	1	0
1931	1931	3	1	1	1	1	1	0
1932	1932	0	1	2	2	1	2	0
1933	1933	2	1	1	1	1	1	1
1934	1934	2	1	1	1	1	1	1
1935	1935	1	1	1	1	1	1	2
1936	1936	2	1	1	1	1	1	1
1937	1937	2	1	1	1	1	1	1
1938	1938	2	1	1	1	1	1	1
1939	1939	2	1	1	1	1	1	1
1940	1940	2	1	1	1	1	1	1
1941	1941	2	1	1	1	1	1	1
1942	1942	1	1	1	1	2	1	1
1943	1943	1	1	1	1	1	1	1
1944	1944	1	2	1	1	1	1	1
1945	1945	2	1	1	1	1	1	1
1946	1946	1	2	1	1	1	1	1
1947	1947	2	1	1	1	1	1	1
1948	1948	0	3	1	1	1	1	1
1949	1949	0	1	1	2	1	1	2
1950	1950	1	1	1	0	1	1	3
1951	1951	0	1	1	2	1	1	2
1952	1952	1	1	1	1	1	0	0
1953	1953	1	2	1	0	2	1	1
1954	1954	0	1	1	1	1	1	1
1955	1955	1	2	1	1	1	1	1
1956	1956	1	2	1	1	1	1	1
1957	1957	1	2	1	1	1	0	2
1958	1958	1	1	1	1	2	1	1
1959	1959	2	1	1	1	1	1	1
1960	1960	2	1	1	1	1	1	1
1961	1961	1	1	1	1	2	1	1
1962	1962	1	1	1	1	2	1	1
1963	1963	1	1	1	2	1	1	1
1964	1964	3	0	1	1	1	1	1
1965	1965	1	1	1	1	2	1	1
1966	1966	1	2	1	1	1	1	1
1967	1967	1	1	2	1	2	0	1
1968	1968	0	1	1	1	5	0	0
1969	1969	1	1	1	2	1	1	1
1970	1970	2	1	1	1	1	1	1
1971	1971	2	1	1	1	1	1	1
1972	1972	1	2	1	1	2	1	0
1973	1973	2	1	1	1	1	1	1
1974	1974	2	1	1	1	1	1	1
1975	1975	1	2	1	0	1	1	2
1976	1976	2	1	1	1	1	1	1
1977	1977	1	1	1	1	1	2	1
1978	1978	2	1	1	1	1	1	1
1979	1979	2	1	1	1	1	1	1
1980	1980	1	1	1	2	2	1	0
1981	1981	2	1	1	1	1	1	1
1982	1982	2	1	1	1	1	1	1
1983	1983	1	1	1	1	1	1	0
1984	1984	2	1	1	1	1	1	1
1985	1985	1	1	1	2	1	1	1
1986	1986	2	1	1	1	1	1	1
1987	1987	2	1	1	1	2	1	0
1988	1988	1	1	1	2	1	1	1
1989	1989	1	1	1	1	1	0	1
1990	1990	2	1	0	2	1	1	1
1991	1991	2	1	1	0	2	1	1
1992	1992	1	3	1	1	1	0	1
1993	1993	1	1	1	1	1	1	2
1994	1994	1	1	1	1	2	1	1
1995	1995	1	1	1	2	1	1	0
1996	1996	1	2	1	1	1	1	1
1997	1997	1	1	1	1	2	1	1
1998	1998	2	1	1	1	1	1	1
1999	1999	2	1	1	1	1	1	1
2000	2000	2	1	2	2	0	1	0
2001	2001	0	1	1	1	1	1	1
2002	2002	2	1	1	2	0	1	1
2003	2003	1	1	1	1	2	1	1
2004	2004	2	1	0	1	2	1	1
2005	2005	2	1	1	0	2	1	1
2006	2006	2	1	1	1	1	1	1
2007	2007	2	1	1	1	1	1	1
2008	2008	2	1	1	1	1	1	1
2009	2009	1	1	1	1	1	1	2
2010	2010	2	1	1	1	1	1	1
2011	2011	2	1	1	1	1	1	1
2012	2012	1	1	1	1	2	1	1
2013	2013	1	1	1	1	1	1	1
2014	2014	1	1	1	1	1	1	1
2015	2015	1	1	1	2	1	0	2
2016	2016	1	1	1	1	2	1	1
2017	2017	1	1	1	1	2	0	2
2018	2018	2	1	1	1	1	1	1
2019	2019	3	1	1	1	1	1	0
2020	2020	2	1	1	1	2	0	1
2021	2021	1	1	1	2	1	1	1
2022	2022	1	2	1	1	1	1	1
2023	2023	1	2	2	0	2	0	0
2024	2024	1	1	1	1	2	1	1
2025	2025	0	1	1	1	1	1	2
2026	2026	1	1	1	1	2	1	1
2027	2027	1	2	1	1	1	1	1
2028	2028	1	1	2	2	1	1	0
2029	2029	1	1	1	1	1	1	2
2030	2030	1	1	1	1	2	1	1
2031	2031	2	2	1	1	1	0	1
2032	2032	1	1	2	1	1	1	1
2033	2033	1	1	1	1	2	1	1
2034	2034	1	1	1	1	1	2	1
2035	2035	2	0	2	1	1	1	1
2036	2036	1	1	1	1	2	1	1
2037	2037	2	1	2	1	1	1	0
2038	2038	2	1	1	1	1	1	0
2039	2039	2	1	1	1	1	0	1
2040	2040	2	1	1	1	1	1	1
2041	2041	2	1	1	1	1	1	1
2042	2042	2	1	1	1	2	1	0
2043	2043	1	1	1	2	1	1	1
2044	2044	1	1	1	1	2	1	1
2045	2045	1	1	1	1	2	1	1
2046	2046	1	1	1	2	1	2	0
2047	2047	1	1	1	2	1	1	1
2048	2048	1	1	1	1	2	1	1
2049	2049	2	1	1	1	1	1	1
2050	2050	0	1	1	2	2	1	1
2051	2051	1	2	2	1	0	1	1
2052	2052	1	2	1	1	1	1	1
2053	2053	1	1	1	2	1	1	1
2054	2054	1	1	1	1	1	1	2
2055	2055	1	1	0	1	1	1	2
2056	2056	1	1	1	1	2	1	1
2057	2057	0	1	0	1	1	4	1
2058	2058	1	2	1	1	1	1	1
2059	2059	2	1	1	1	1	1	1
2060	2060	1	1	2	0	2	1	1
2061	2061	1	1	1	1	1	1	2
2062	2062	2	1	2	1	1	0	1
2063	2063	1	1	2	1	1	1	1
2064	2064	1	2	1	1	1	1	1
2065	2065	1	1	1	1	2	1	1
2066	2066	2	1	1	1	1	1	1
2067	2067	1	1	1	1	2	1	1
2068	2068	2	1	1	1	1	1	1
2069	2069	1	1	1	1	1	1	0
2070	2070	0	0	0	3	1	3	1
2071	2071	2	2	1	1	1	1	0
2072	2072	2	1	1	1	1	1	1
2073	2073	1	1	1	1	1	2	1
2074	2074	2	1	1	1	1	1	1
2075	2075	1	2	1	1	1	1	1
2076	2076	1	1	1	0	1	1	1
2077	2077	2	1	1	1	1	1	1
2078	2078	1	1	1	1	2	1	1
2079	2079	1	1	1	1	2	1	1
2080	2080	1	1	1	1	1	1	2
2081	2081	2	1	2	1	1	1	0
2082	2082	1	1	1	1	2	1	1
2083	2083	2	1	1	1	1	1	1
2084	2084	1	1	1	1	2	1	1
2085	2085	1	1	1	1	2	1	0
2086	2086	0	1	1	1	1	0	4
2087	2087	1	1	1	1	1	1	2
2088	2088	1	1	1	2	1	1	1
2089	2089	2	2	1	1	1	0	1
2090	2090	1	2	1	0	1	1	2
2091	2091	2	1	1	1	1	1	0
2092	2092	1	2	1	1	1	1	1
2093	2093	1	2	1	1	1	1	1
2094	2094	1	1	0	1	1	1	1
2095	2095	1	1	1	1	1	2	1
2096	2096	1	1	1	0	2	1	2
2097	2097	1	1	1	0	1	2	2
2098	2098	1	1	1	1	1	2	1
2099	2099	2	1	1	1	1	1	1
2100	2100	0	1	1	2	2	1	1
2101	2101	1	1	2	2	1	1	0
2102	2102	1	1	1	0	1	1	1
2103	2103	1	1	1	1	2	1	1
2104	2104	2	1	1	1	1	1	1
2105	2105	1	1	1	0	3	1	1
2106	2106	2	1	1	1	1	1	1
2107	2107	1	1	1	0	2	2	1
2108	2108	1	1	1	2	1	1	1
2109	2109	1	1	1	2	1	1	1
2110	2110	2	1	1	1	2	1	0
2111	2111	1	1	0	1	1	1	1
2112	2112	1	1	1	2	2	1	0
2113	2113	1	1	1	1	1	2	1
2114	2114	1	1	1	1	2	1	1
2115	2115	0	1	1	1	3	1	0
2116	2116	2	2	1	0	1	1	1
2117	2117	1	1	1	1	1	1	2
2118	2118	1	1	1	1	1	2	1
2119	2119	1	1	1	1	2	1	1
2120	2120	1	1	1	2	1	1	1
2121	2121	1	1	1	1	1	1	1
2122	2122	0	1	2	2	1	1	1
2123	2123	1	1	1	1	1	1	1
2124	2124	2	1	1	1	2	1	0
2125	2125	1	1	1	2	1	1	1
2126	2126	1	1	1	1	2	1	1
2127	2127	2	1	1	1	1	1	1
2128	2128	1	1	1	2	1	1	1
2129	2129	1	1	1	0	1	1	1
2130	2130	1	1	1	1	2	1	1
2131	2131	1	1	1	2	1	1	1
2132	2132	1	1	1	0	2	1	1
2133	2133	2	1	1	1	1	1	1
2134	2134	2	1	1	1	1	1	1
2135	2135	2	1	1	1	1	1	1
2136	2136	0	1	1	1	2	1	2
2137	2137	2	1	1	1	2	0	1
2138	2138	1	1	1	2	1	1	0
2139	2139	1	1	1	1	2	1	1
2140	2140	2	1	1	1	1	1	1
2141	2141	2	1	1	1	1	1	1
2142	2142	2	1	1	1	1	1	1
2143	2143	2	1	1	1	1	1	1
2144	2144	0	2	1	1	2	1	1
2145	2145	2	1	1	1	1	1	1
2146	2146	2	1	1	2	1	1	0
2147	2147	1	1	1	2	1	1	1
2148	2148	1	0	1	1	1	1	3
2149	2149	1	1	1	0	1	1	1
2150	2150	1	1	1	1	2	1	1
2151	2151	2	1	1	1	1	1	1
2152	2152	2	1	1	1	1	1	1
2153	2153	1	0	0	1	1	2	3
2154	2154	3	1	1	1	1	1	0
2155	2155	1	0	1	0	4	1	1
2156	2156	1	1	2	1	1	1	1
2157	2157	1	1	1	1	1	1	1
2158	2158	2	1	1	1	1	1	1
2159	2159	1	1	1	1	1	1	2
2160	2160	1	1	1	1	1	1	2
2161	2161	2	1	1	1	1	1	1
2162	2162	0	1	0	3	2	1	1
2163	2163	0	1	2	1	2	1	1
2164	2164	1	1	1	2	1	1	1
2165	2165	2	0	1	1	1	1	1
2166	2166	1	0	1	1	2	1	1
2167	2167	2	1	1	1	1	1	1
2168	2168	1	1	1	1	2	1	1
2169	2169	1	1	1	1	2	1	1
2170	2170	2	1	1	1	1	1	1
2171	2171	0	1	0	2	3	1	1
